65
49,65
71,59
57,60
39,84
31,53
53,66
70,35
23,17
63,43
68,110
66,73
61,99
68,76
47,11
38,24
21,25
42,56
42,78
60,78
69,77
34,62
68,92
44,17
45,75
78,84
68,105
62,36
47,26
56,51
67,100
47,93
79,83
64,82
42,41
50,101
51,82
57,7
53,21
64,101
40,36
50,94
31,61
41,19
35,48
69,84
52,80
61,26
56,96
63,103
66,27
69,81
59,92
59,110
54,22
80,87
31,36
45,81
35,88
37,77
63,59
64,93
64,69
48,98
72,112
43,103
15664.0
